compliance_check,audit_schedule,last_audit_days_ago,days_to_next_audit,compliance_status,last_audit_findings,open_findings,finding_closure_rate_pct,regulatory_authority,risk_level,estimated_remediation_days,gxp_impact_area,transformation_dependency
Equipment Qualification (IQ/OQ/PQ),Quarterly,200,1,Due Soon,1,0,100.0,EMA,High,0,All,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Annual,143,336,Compliant,4,0,100.0,PMDA,Low,0,Manufacturing,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,155,105,Compliant,3,0,100.0,Multiple,Low,0,Manufacturing,None
Equipment Qualification (IQ/OQ/PQ),Continuous,129,2,Due Soon,0,0,100.0,FDA,High,0,Process,Data Governance
Equipment Qualification (IQ/OQ/PQ),Monthly,356,21,Due Soon,0,3,-1100.0,EMA,High,20,Data Integrity,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Quarterly,247,85,Compliant,2,0,100.0,FDA,Low,0,Data Integrity,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Continuous,196,7,Due Soon,0,1,-300.0,EMA,High,1,Process,None
Equipment Qualification (IQ/OQ/PQ),Annual,11,119,Compliant,3,0,100.0,FDA,Low,0,Data Integrity,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Monthly,125,24,Due Soon,3,2,74.2,FDA,High,6,Manufacturing,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Quarterly,152,63,Compliant,5,2,84.3,EMA,Low,11,Quality,Process Automation
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,20,164,Compliant,1,0,100.0,EMA,Low,0,Process,Process Automation
Equipment Qualification (IQ/OQ/PQ),Quarterly,143,17,Due Soon,5,1,92.2,PMDA,High,15,Manufacturing,None
Equipment Qualification (IQ/OQ/PQ),Monthly,148,20,Due Soon,2,0,100.0,FDA,High,0,Quality,Data Governance
Equipment Qualification (IQ/OQ/PQ),Quarterly,106,31,Scheduled,11,0,100.0,FDA,Medium,0,Quality,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Continuous,267,6,Due Soon,7,0,100.0,PMDA,High,0,Quality,Process Automation
Equipment Qualification (IQ/OQ/PQ),Annual,252,33,Scheduled,1,0,100.0,FDA,Medium,0,Quality,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,65,52,Scheduled,7,3,83.1,FDA,Medium,17,Quality,None
Equipment Qualification (IQ/OQ/PQ),Continuous,121,3,Due Soon,1,0,100.0,FDA,High,0,All,Process Automation
Equipment Qualification (IQ/OQ/PQ),Quarterly,102,21,Due Soon,3,0,100.0,EMA,High,0,All,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Continuous,156,3,Due Soon,4,2,80.5,PMDA,High,5,Process,Process Automation
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,247,69,Compliant,4,2,80.5,FDA,Low,26,Data Integrity,Process Automation
Equipment Qualification (IQ/OQ/PQ),Monthly,242,5,Due Soon,2,2,61.9,Multiple,High,6,All,None
Equipment Qualification (IQ/OQ/PQ),Continuous,80,6,Due Soon,0,0,100.0,Multiple,High,0,Manufacturing,Process Automation
Equipment Qualification (IQ/OQ/PQ),Monthly,43,27,Due Soon,0,0,100.0,PMDA,High,0,Process,None
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,90,141,Compliant,0,2,-700.0,PMDA,Low,8,All,Process Automation
Equipment Qualification (IQ/OQ/PQ),Quarterly,146,58,Scheduled,1,0,100.0,Multiple,Medium,0,Process,None
Equipment Qualification (IQ/OQ/PQ),Monthly,171,2,Due Soon,1,0,100.0,EMA,High,0,All,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,3,48,Scheduled,0,2,-700.0,FDA,Medium,13,Process,Data Governance
Equipment Qualification (IQ/OQ/PQ),Monthly,213,12,Due Soon,2,0,100.0,Multiple,High,0,Data Integrity,Process Automation
Equipment Qualification (IQ/OQ/PQ),Monthly,329,9,Due Soon,0,0,100.0,FDA,High,0,All,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Annual,290,197,Compliant,2,1,81.0,EMA,Low,1,Quality,Process Automation
Equipment Qualification (IQ/OQ/PQ),Quarterly,261,44,Scheduled,5,0,100.0,Multiple,Medium,0,Data Integrity,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Monthly,218,29,Due Soon,2,1,81.0,EMA,High,6,Quality,Process Automation
Equipment Qualification (IQ/OQ/PQ),Annual,324,185,Compliant,2,0,100.0,FDA,Low,0,Quality,Data Governance
Equipment Qualification (IQ/OQ/PQ),Continuous,349,7,Due Soon,1,0,100.0,EMA,High,0,Data Integrity,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Continuous,7,2,Due Soon,0,0,100.0,FDA,High,0,Manufacturing,Process Automation
Equipment Qualification (IQ/OQ/PQ),Monthly,301,22,Due Soon,2,0,100.0,FDA,High,0,Process,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Monthly,219,5,Due Soon,0,1,-300.0,PMDA,High,23,Data Integrity,None
Equipment Qualification (IQ/OQ/PQ),Continuous,301,6,Due Soon,4,3,70.7,PMDA,High,8,All,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Annual,294,325,Compliant,1,1,63.6,PMDA,Low,3,Quality,Data Governance
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,358,101,Compliant,0,0,100.0,PMDA,Low,0,Manufacturing,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Monthly,50,0,Due Soon,1,1,63.6,FDA,High,8,All,None
Equipment Qualification (IQ/OQ/PQ),Monthly,148,20,Due Soon,0,3,-1100.0,Multiple,High,8,Quality,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Quarterly,361,23,Due Soon,1,4,-45.5,EMA,High,1,Quality,Process Automation
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,57,128,Compliant,4,0,100.0,Multiple,Low,0,Process,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,31,51,Scheduled,3,4,48.4,EMA,Medium,7,Quality,Data Governance
Equipment Qualification (IQ/OQ/PQ),Monthly,321,14,Due Soon,0,0,100.0,FDA,High,0,Quality,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Quarterly,194,10,Due Soon,1,2,27.3,FDA,High,3,Data Integrity,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Quarterly,300,3,Due Soon,1,2,27.3,EMA,High,1,All,Process Automation
Equipment Qualification (IQ/OQ/PQ),Annual,32,4,Due Soon,5,0,100.0,PMDA,High,0,Manufacturing,None
Equipment Qualification (IQ/OQ/PQ),Annual,109,49,Scheduled,0,0,100.0,FDA,Medium,0,All,None
Equipment Qualification (IQ/OQ/PQ),Continuous,249,4,Due Soon,9,0,100.0,Multiple,High,0,Data Integrity,None
Equipment Qualification (IQ/OQ/PQ),Monthly,190,10,Due Soon,0,1,-300.0,PMDA,High,11,Data Integrity,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Quarterly,205,85,Compliant,1,1,63.6,Multiple,Low,2,Process,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Quarterly,52,42,Scheduled,0,1,-300.0,FDA,Medium,1,All,Process Automation
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,309,6,Due Soon,8,0,100.0,FDA,High,0,Process,Data Governance
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,232,94,Compliant,4,0,100.0,Multiple,Low,0,Process,Process Automation
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,327,0,Due Soon,5,0,100.0,PMDA,High,0,Manufacturing,Data Governance
Equipment Qualification (IQ/OQ/PQ),Annual,348,166,Compliant,9,0,100.0,Multiple,Low,0,Quality,None
Equipment Qualification (IQ/OQ/PQ),Monthly,314,12,Due Soon,4,1,90.2,FDA,High,5,Data Integrity,Process Automation
Equipment Qualification (IQ/OQ/PQ),Monthly,359,21,Due Soon,0,2,-700.0,FDA,High,2,All,Data Governance
Equipment Qualification (IQ/OQ/PQ),Continuous,365,3,Due Soon,3,0,100.0,EMA,High,0,Process,None
Equipment Qualification (IQ/OQ/PQ),Continuous,66,0,Due Soon,19,1,97.9,Multiple,High,1,Manufacturing,Data Governance
Equipment Qualification (IQ/OQ/PQ),Continuous,87,7,Due Soon,1,0,100.0,Multiple,High,0,Manufacturing,Process Automation
Equipment Qualification (IQ/OQ/PQ),Continuous,125,3,Due Soon,1,0,100.0,EMA,High,0,Quality,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Annual,15,222,Compliant,5,2,84.3,EMA,Low,0,Data Integrity,Process Automation
Equipment Qualification (IQ/OQ/PQ),Quarterly,132,28,Due Soon,2,0,100.0,Multiple,High,0,Manufacturing,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Continuous,47,7,Due Soon,1,0,100.0,PMDA,High,0,Quality,None
Equipment Qualification (IQ/OQ/PQ),Continuous,330,1,Due Soon,4,4,61.0,PMDA,High,2,All,Process Automation
Equipment Qualification (IQ/OQ/PQ),Continuous,120,6,Due Soon,1,0,100.0,EMA,High,0,Data Integrity,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Quarterly,58,11,Due Soon,7,0,100.0,FDA,High,0,Data Integrity,None
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,294,29,Due Soon,2,3,42.9,PMDA,High,2,Quality,Data Governance
Equipment Qualification (IQ/OQ/PQ),Monthly,1,18,Due Soon,2,0,100.0,PMDA,High,0,Manufacturing,None
Equipment Qualification (IQ/OQ/PQ),Continuous,199,3,Due Soon,5,0,100.0,Multiple,High,0,Data Integrity,Data Governance
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,340,133,Compliant,13,3,90.8,EMA,Low,13,Manufacturing,Process Automation
Equipment Qualification (IQ/OQ/PQ),Annual,236,275,Compliant,2,2,61.9,PMDA,Low,1,Quality,Data Governance
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,349,127,Compliant,1,0,100.0,Multiple,Low,0,Quality,None
Equipment Qualification (IQ/OQ/PQ),Quarterly,341,18,Due Soon,3,2,74.2,FDA,High,29,Process,Data Governance
Equipment Qualification (IQ/OQ/PQ),Quarterly,353,64,Compliant,3,1,87.1,FDA,Low,22,Data Integrity,None
Equipment Qualification (IQ/OQ/PQ),Monthly,111,20,Due Soon,8,1,95.1,Multiple,High,1,Data Integrity,Process Automation
Equipment Qualification (IQ/OQ/PQ),Annual,79,170,Compliant,1,1,63.6,EMA,Low,9,Quality,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,201,124,Compliant,13,3,90.8,PMDA,Low,5,Quality,eBR Implementation
Equipment Qualification (IQ/OQ/PQ),Continuous,173,6,Due Soon,0,0,100.0,Multiple,High,0,All,Data Governance
Equipment Qualification (IQ/OQ/PQ),Monthly,37,12,Due Soon,0,0,100.0,PMDA,High,0,Data Integrity,System Upgrade
Equipment Qualification (IQ/OQ/PQ),Continuous,50,6,Due Soon,6,0,100.0,EMA,High,0,Data Integrity,None
Equipment Qualification (IQ/OQ/PQ),Annual,156,363,Compliant,2,0,100.0,Multiple,Low,0,Quality,None
Equipment Qualification (IQ/OQ/PQ),Semi-Annual,357,113,Compliant,2,3,42.9,Multiple,Low,14,Data Integrity,System Upgrade
Change Control & Change Management Process,Semi-Annual,101,55,Scheduled,0,2,-700.0,FDA,Medium,3,Data Integrity,None
Change Control & Change Management Process,Annual,76,347,Compliant,3,0,100.0,Multiple,Low,0,All,System Upgrade
Change Control & Change Management Process,Annual,183,49,Scheduled,3,0,100.0,Multiple,Medium,0,Quality,eBR Implementation
Change Control & Change Management Process,Annual,333,263,Compliant,2,1,81.0,PMDA,Low,2,Process,Process Automation
Change Control & Change Management Process,Semi-Annual,207,160,Compliant,8,0,100.0,EMA,Low,0,Manufacturing,eBR Implementation
Change Control & Change Management Process,Semi-Annual,251,101,Compliant,6,0,100.0,PMDA,Low,0,Process,System Upgrade
Change Control & Change Management Process,Monthly,355,24,Due Soon,3,1,87.1,FDA,High,1,All,Process Automation
Change Control & Change Management Process,Quarterly,335,80,Compliant,1,1,63.6,Multiple,Low,18,Data Integrity,eBR Implementation
Change Control & Change Management Process,Annual,43,59,Scheduled,9,0,100.0,FDA,Medium,0,All,None
Change Control & Change Management Process,Semi-Annual,301,5,Due Soon,1,1,63.6,Multiple,High,7,Data Integrity,eBR Implementation
Change Control & Change Management Process,Continuous,197,2,Due Soon,8,0,100.0,Multiple,High,0,All,Data Governance
Change Control & Change Management Process,Continuous,51,2,Due Soon,1,1,63.6,PMDA,High,2,Manufacturing,None
Change Control & Change Management Process,Semi-Annual,359,103,Compliant,3,0,100.0,FDA,Low,0,All,None
Change Control & Change Management Process,Continuous,33,7,Due Soon,1,1,63.6,FDA,High,3,Quality,eBR Implementation
Change Control & Change Management Process,Semi-Annual,356,153,Compliant,0,4,-1500.0,EMA,Low,24,Manufacturing,None
Change Control & Change Management Process,Monthly,161,25,Due Soon,7,5,71.8,FDA,High,2,Manufacturing,System Upgrade
Change Control & Change Management Process,Continuous,335,3,Due Soon,0,0,100.0,EMA,High,0,Manufacturing,None
Change Control & Change Management Process,Quarterly,44,4,Due Soon,6,2,86.9,FDA,High,10,Process,Data Governance
Change Control & Change Management Process,Quarterly,88,69,Compliant,7,1,94.4,Multiple,Low,1,Manufacturing,System Upgrade
Change Control & Change Management Process,Quarterly,266,5,Due Soon,0,0,100.0,PMDA,High,0,Process,Process Automation
Change Control & Change Management Process,Semi-Annual,252,147,Compliant,1,0,100.0,PMDA,Low,0,Process,Data Governance
Change Control & Change Management Process,Continuous,353,3,Due Soon,4,0,100.0,FDA,High,0,Manufacturing,System Upgrade
Change Control & Change Management Process,Annual,73,96,Compliant,3,1,87.1,PMDA,Low,79,Quality,System Upgrade
Change Control & Change Management Process,Continuous,303,3,Due Soon,4,5,51.2,PMDA,High,4,Data Integrity,System Upgrade
Change Control & Change Management Process,Continuous,39,6,Due Soon,0,1,-300.0,PMDA,High,1,Data Integrity,Process Automation
Change Control & Change Management Process,Semi-Annual,234,102,Compliant,2,0,100.0,FDA,Low,0,Data Integrity,Process Automation
Change Control & Change Management Process,Semi-Annual,105,137,Compliant,2,4,23.8,FDA,Low,3,Data Integrity,System Upgrade
Change Control & Change Management Process,Quarterly,337,72,Compliant,15,0,100.0,EMA,Low,0,All,System Upgrade
Change Control & Change Management Process,Quarterly,195,55,Scheduled,0,1,-300.0,FDA,Medium,18,Process,System Upgrade
Change Control & Change Management Process,Annual,64,138,Compliant,4,1,90.2,FDA,Low,3,Process,Process Automation
Change Control & Change Management Process,Annual,328,168,Compliant,0,0,100.0,FDA,Low,0,Data Integrity,Data Governance
Change Control & Change Management Process,Quarterly,116,18,Due Soon,1,5,-81.8,PMDA,High,25,Manufacturing,eBR Implementation
Change Control & Change Management Process,Monthly,194,7,Due Soon,0,1,-300.0,FDA,High,8,Manufacturing,System Upgrade
Change Control & Change Management Process,Continuous,302,4,Due Soon,0,0,100.0,Multiple,High,0,Manufacturing,None
Change Control & Change Management Process,Quarterly,293,89,Compliant,1,1,63.6,PMDA,Low,3,Process,Data Governance
Change Control & Change Management Process,Continuous,25,1,Due Soon,8,0,100.0,EMA,High,0,Data Integrity,Process Automation
Change Control & Change Management Process,Semi-Annual,348,88,Compliant,0,0,100.0,Multiple,Low,0,All,None
Change Control & Change Management Process,Semi-Annual,5,66,Compliant,4,1,90.2,EMA,Low,13,Quality,System Upgrade
Change Control & Change Management Process,Monthly,137,18,Due Soon,1,0,100.0,FDA,High,0,Data Integrity,System Upgrade
Change Control & Change Management Process,Continuous,362,6,Due Soon,1,0,100.0,Multiple,High,0,Quality,Process Automation
Change Control & Change Management Process,Quarterly,258,59,Scheduled,3,0,100.0,PMDA,Medium,0,Data Integrity,Process Automation
Change Control & Change Management Process,Continuous,157,3,Due Soon,1,0,100.0,FDA,High,0,Data Integrity,Process Automation
Change Control & Change Management Process,Quarterly,325,11,Due Soon,1,2,27.3,FDA,High,18,Manufacturing,System Upgrade
Change Control & Change Management Process,Annual,295,84,Compliant,4,1,90.2,FDA,Low,3,Manufacturing,Data Governance
Change Control & Change Management Process,Continuous,6,7,Due Soon,3,0,100.0,Multiple,High,0,Process,System Upgrade
Change Control & Change Management Process,Monthly,264,15,Due Soon,4,2,80.5,FDA,High,11,All,eBR Implementation
Change Control & Change Management Process,Continuous,4,3,Due Soon,0,8,-3100.0,Multiple,High,14,Process,Data Governance
Change Control & Change Management Process,Semi-Annual,271,169,Compliant,3,0,100.0,FDA,Low,0,Process,Process Automation
Change Control & Change Management Process,Semi-Annual,269,172,Compliant,1,0,100.0,EMA,Low,0,Quality,eBR Implementation
Change Control & Change Management Process,Quarterly,264,17,Due Soon,1,1,63.6,PMDA,High,21,Manufacturing,Process Automation
Change Control & Change Management Process,Monthly,88,12,Due Soon,0,1,-300.0,PMDA,High,1,Manufacturing,Data Governance
Change Control & Change Management Process,Semi-Annual,61,138,Compliant,1,4,-45.5,PMDA,Low,13,Data Integrity,Process Automation
Change Control & Change Management Process,Quarterly,110,33,Scheduled,2,0,100.0,FDA,Medium,0,Process,Process Automation
Change Control & Change Management Process,Semi-Annual,330,78,Compliant,1,0,100.0,FDA,Low,0,All,None
Change Control & Change Management Process,Monthly,183,1,Due Soon,1,0,100.0,FDA,High,0,Process,Process Automation
Change Control & Change Management Process,Quarterly,182,38,Scheduled,4,0,100.0,FDA,Medium,0,Manufacturing,Data Governance
Change Control & Change Management Process,Semi-Annual,182,102,Compliant,0,1,-300.0,FDA,Low,23,Manufacturing,Process Automation
Change Control & Change Management Process,Monthly,44,6,Due Soon,10,2,92.1,EMA,High,2,All,eBR Implementation
Change Control & Change Management Process,Monthly,80,0,Due Soon,1,3,-9.1,PMDA,High,22,Quality,Process Automation
Change Control & Change Management Process,Monthly,154,11,Due Soon,3,0,100.0,PMDA,High,0,All,System Upgrade
Change Control & Change Management Process,Continuous,56,4,Due Soon,0,2,-700.0,Multiple,High,2,All,System Upgrade
Change Control & Change Management Process,Semi-Annual,223,90,Compliant,3,5,35.5,FDA,Low,12,Data Integrity,System Upgrade
Change Control & Change Management Process,Annual,146,97,Compliant,0,0,100.0,FDA,Low,0,Quality,Process Automation
Change Control & Change Management Process,Monthly,170,23,Due Soon,0,1,-300.0,FDA,High,7,Quality,System Upgrade
Change Control & Change Management Process,Monthly,341,30,Scheduled,0,0,100.0,PMDA,Medium,0,Manufacturing,Process Automation
Change Control & Change Management Process,Monthly,254,17,Due Soon,0,5,-1900.0,EMA,High,17,Data Integrity,Process Automation
Change Control & Change Management Process,Continuous,68,6,Due Soon,1,4,-45.5,FDA,High,11,Manufacturing,eBR Implementation
Change Control & Change Management Process,Semi-Annual,177,39,Scheduled,4,1,90.2,FDA,Medium,14,Quality,eBR Implementation
Change Control & Change Management Process,Quarterly,306,54,Scheduled,0,1,-300.0,FDA,Medium,18,All,Process Automation
Change Control & Change Management Process,Quarterly,249,36,Scheduled,0,0,100.0,FDA,Medium,0,All,System Upgrade
Change Control & Change Management Process,Continuous,262,2,Due Soon,0,0,100.0,EMA,High,0,Quality,Data Governance
Change Control & Change Management Process,Annual,359,134,Compliant,0,1,-300.0,EMA,Low,3,All,System Upgrade
Change Control & Change Management Process,Monthly,53,22,Due Soon,0,3,-1100.0,EMA,High,11,Quality,None
Change Control & Change Management Process,Semi-Annual,62,58,Scheduled,0,0,100.0,EMA,Medium,0,All,eBR Implementation
Change Control & Change Management Process,Quarterly,75,24,Due Soon,4,2,80.5,Multiple,High,1,Manufacturing,None
Change Control & Change Management Process,Semi-Annual,27,23,Due Soon,8,2,90.1,Multiple,High,19,All,None
Change Control & Change Management Process,Quarterly,325,89,Compliant,0,0,100.0,EMA,Low,0,Quality,Data Governance
Change Control & Change Management Process,Monthly,32,15,Due Soon,1,0,100.0,Multiple,High,0,Manufacturing,Data Governance
Change Control & Change Management Process,Annual,187,137,Compliant,0,0,100.0,PMDA,Low,0,Data Integrity,Process Automation
Change Control & Change Management Process,Semi-Annual,25,81,Compliant,3,0,100.0,EMA,Low,0,Manufacturing,eBR Implementation
Change Control & Change Management Process,Annual,165,338,Compliant,0,4,-1500.0,EMA,Low,0,Data Integrity,Process Automation
Change Control & Change Management Process,Quarterly,52,77,Compliant,2,1,81.0,Multiple,Low,31,Quality,Data Governance
Change Control & Change Management Process,Monthly,172,11,Due Soon,6,0,100.0,PMDA,High,0,Manufacturing,eBR Implementation
Change Control & Change Management Process,Annual,283,349,Compliant,8,0,100.0,EMA,Low,0,Data Integrity,Data Governance
Change Control & Change Management Process,Quarterly,271,75,Compliant,3,0,100.0,PMDA,Low,0,Quality,Data Governance
Change Control & Change Management Process,Semi-Annual,197,149,Compliant,3,1,87.1,FDA,Low,9,Manufacturing,System Upgrade
Change Control & Change Management Process,Continuous,22,1,Due Soon,3,0,100.0,EMA,High,0,Quality,Process Automation
Change Control & Change Management Process,Annual,280,38,Scheduled,1,1,63.6,PMDA,Medium,1,Data Integrity,Process Automation
Change Control & Change Management Process,Semi-Annual,79,136,Compliant,1,1,63.6,FDA,Low,27,Quality,System Upgrade
Change Control & Change Management Process,Monthly,365,17,Due Soon,0,1,-300.0,PMDA,High,0,Process,Data Governance
Change Control & Change Management Process,Quarterly,323,57,Scheduled,1,0,100.0,FDA,Medium,0,All,eBR Implementation
Change Control & Change Management Process,Monthly,269,13,Due Soon,3,2,74.2,FDA,High,2,Quality,None
Change Control & Change Management Process,Quarterly,67,89,Compliant,3,0,100.0,PMDA,Low,0,Manufacturing,None
Change Control & Change Management Process,Annual,98,355,Compliant,1,1,63.6,Multiple,Low,4,All,None
Change Control & Change Management Process,Continuous,85,1,Due Soon,0,2,-700.0,Multiple,High,15,Process,Process Automation
Change Control & Change Management Process,Continuous,206,6,Due Soon,4,0,100.0,PMDA,High,0,Quality,System Upgrade
Change Control & Change Management Process,Annual,293,81,Compliant,0,2,-700.0,EMA,Low,3,Process,eBR Implementation
Change Control & Change Management Process,Continuous,258,7,Due Soon,4,2,80.5,PMDA,High,14,Data Integrity,System Upgrade
Change Control & Change Management Process,Quarterly,138,90,Compliant,1,4,-45.5,FDA,Low,10,Quality,System Upgrade
Change Control & Change Management Process,Annual,122,273,Compliant,2,1,81.0,PMDA,Low,0,Manufacturing,System Upgrade
CAPA Effectiveness & Trending,Quarterly,139,17,Due Soon,1,3,-9.1,FDA,High,1,Quality,System Upgrade
CAPA Effectiveness & Trending,Continuous,1,1,Due Soon,1,0,100.0,PMDA,High,0,Process,Data Governance
CAPA Effectiveness & Trending,Quarterly,362,10,Due Soon,1,1,63.6,PMDA,High,55,Quality,Process Automation
CAPA Effectiveness & Trending,Continuous,167,4,Due Soon,0,1,-300.0,FDA,High,14,Manufacturing,Data Governance
CAPA Effectiveness & Trending,Semi-Annual,91,71,Compliant,2,0,100.0,PMDA,Low,0,Manufacturing,None
CAPA Effectiveness & Trending,Continuous,353,1,Due Soon,2,4,23.8,Multiple,High,4,Data Integrity,None
CAPA Effectiveness & Trending,Continuous,227,3,Due Soon,3,4,48.4,EMA,High,15,Data Integrity,Data Governance
CAPA Effectiveness & Trending,Semi-Annual,323,148,Compliant,3,5,35.5,Multiple,Low,1,Quality,Process Automation
CAPA Effectiveness & Trending,Semi-Annual,189,111,Compliant,4,0,100.0,EMA,Low,0,All,eBR Implementation
CAPA Effectiveness & Trending,Monthly,236,5,Due Soon,1,1,63.6,EMA,High,0,Quality,System Upgrade
CAPA Effectiveness & Trending,Continuous,93,7,Due Soon,1,0,100.0,PMDA,High,0,Manufacturing,Data Governance
CAPA Effectiveness & Trending,Semi-Annual,202,45,Scheduled,0,0,100.0,EMA,Medium,0,Manufacturing,System Upgrade
CAPA Effectiveness & Trending,Annual,126,218,Compliant,4,0,100.0,Multiple,Low,0,All,eBR Implementation
CAPA Effectiveness & Trending,Continuous,7,2,Due Soon,2,2,61.9,FDA,High,2,All,Process Automation
CAPA Effectiveness & Trending,Annual,7,56,Scheduled,7,3,83.1,FDA,Medium,2,Quality,System Upgrade
CAPA Effectiveness & Trending,Annual,74,137,Compliant,13,1,96.9,FDA,Low,3,Manufacturing,eBR Implementation
CAPA Effectiveness & Trending,Continuous,363,5,Due Soon,3,1,87.1,FDA,High,9,Quality,System Upgrade
CAPA Effectiveness & Trending,Monthly,289,24,Due Soon,3,0,100.0,Multiple,High,0,Quality,Data Governance
CAPA Effectiveness & Trending,Quarterly,80,61,Compliant,11,2,92.8,EMA,Low,13,Manufacturing,None
CAPA Effectiveness & Trending,Quarterly,279,80,Compliant,0,1,-300.0,FDA,Low,12,Manufacturing,eBR Implementation
CAPA Effectiveness & Trending,Annual,152,278,Compliant,5,4,68.6,FDA,Low,24,Process,Process Automation
CAPA Effectiveness & Trending,Semi-Annual,115,0,Due Soon,1,3,-9.1,FDA,High,0,Quality,Process Automation
CAPA Effectiveness & Trending,Monthly,181,4,Due Soon,1,0,100.0,PMDA,High,0,Quality,Process Automation
CAPA Effectiveness & Trending,Annual,87,251,Compliant,6,3,80.3,FDA,Low,2,Quality,eBR Implementation
CAPA Effectiveness & Trending,Quarterly,40,45,Scheduled,1,6,-118.2,PMDA,Medium,8,Manufacturing,Data Governance
CAPA Effectiveness & Trending,Annual,310,22,Due Soon,2,1,81.0,EMA,High,11,Quality,Process Automation
CAPA Effectiveness & Trending,Continuous,308,5,Due Soon,9,0,100.0,EMA,High,0,All,System Upgrade
CAPA Effectiveness & Trending,Quarterly,147,79,Compliant,0,0,100.0,PMDA,Low,0,Manufacturing,Data Governance
CAPA Effectiveness & Trending,Monthly,189,21,Due Soon,0,1,-300.0,PMDA,High,26,Manufacturing,eBR Implementation
CAPA Effectiveness & Trending,Semi-Annual,76,167,Compliant,3,7,9.7,PMDA,Low,24,Quality,Process Automation
CAPA Effectiveness & Trending,Monthly,245,23,Due Soon,2,0,100.0,FDA,High,0,Manufacturing,None
CAPA Effectiveness & Trending,Monthly,143,30,Scheduled,2,0,100.0,EMA,Medium,0,Manufacturing,Data Governance
CAPA Effectiveness & Trending,Semi-Annual,198,46,Scheduled,2,0,100.0,PMDA,Medium,0,Data Integrity,Process Automation
CAPA Effectiveness & Trending,Monthly,356,15,Due Soon,3,1,87.1,Multiple,High,3,Process,Data Governance
CAPA Effectiveness & Trending,Semi-Annual,126,167,Compliant,2,0,100.0,Multiple,Low,0,All,None
CAPA Effectiveness & Trending,Monthly,274,17,Due Soon,0,1,-300.0,Multiple,High,3,Process,None
CAPA Effectiveness & Trending,Semi-Annual,43,98,Compliant,6,0,100.0,Multiple,Low,0,Process,None
CAPA Effectiveness & Trending,Semi-Annual,45,179,Compliant,2,1,81.0,EMA,Low,2,Data Integrity,eBR Implementation
CAPA Effectiveness & Trending,Semi-Annual,186,4,Due Soon,1,1,63.6,Multiple,High,3,Quality,eBR Implementation
CAPA Effectiveness & Trending,Annual,185,178,Compliant,0,1,-300.0,EMA,Low,2,Data Integrity,Process Automation
CAPA Effectiveness & Trending,Semi-Annual,216,141,Compliant,3,2,74.2,EMA,Low,1,Quality,System Upgrade
CAPA Effectiveness & Trending,Annual,61,70,Compliant,1,0,100.0,EMA,Low,0,All,eBR Implementation
CAPA Effectiveness & Trending,Monthly,28,11,Due Soon,3,0,100.0,FDA,High,0,Process,eBR Implementation
CAPA Effectiveness & Trending,Monthly,305,26,Due Soon,1,0,100.0,EMA,High,0,Manufacturing,System Upgrade
CAPA Effectiveness & Trending,Quarterly,41,18,Due Soon,0,1,-300.0,EMA,High,2,Manufacturing,eBR Implementation
CAPA Effectiveness & Trending,Continuous,77,6,Due Soon,0,0,100.0,EMA,High,0,All,System Upgrade
CAPA Effectiveness & Trending,Continuous,241,4,Due Soon,0,0,100.0,Multiple,High,0,Data Integrity,Process Automation
